,user_id,product_id,ratings,timestamp,location,category
28,A3M52G49M3LD5N,B000VX6XL6,2.0,2013-03-12 07:49:58,Hyderabad,grocery
29,A1LQ5294RNFPNN,B001RI5F68,1.0,2010-10-20 02:40:46,Patna,sport
30,A2Z710TPGVGW61,B009SYZ8OC,2.0,2014-06-11 00:23:45,Chennai,grocery
31,A2MD03Z02E9HZ3,B001URY7SS,2.0,2011-09-10 01:16:24,Delhi,dairy
32,A2WW4PHWW3ANRD,B003XU6H8I,3.0,2014-02-12 18:30:37,Bengaluru,medical
33,A3KWYZCQT62SF,B003TME39A,5.0,2011-07-26 05:46:19,Patna,sport
34,A2TZXB422A9RTF,B007CVTQJG,4.0,2012-12-27 11:16:03,Kolkata,beauty
35,A3U3LCVO6UCH14,B0033160U2,5.0,2010-08-16 08:01:34,Chennai,dairy
36,AXGWROGGQ5BK5,B0000C3GWU,4.0,2010-03-10 13:03:52,Pune,sport
37,A338GDGC25AWY8,B0001PFO4Q,2.0,2007-03-20 19:26:48,Pune,dairy
38,A29KGDBL09CQ5A,B004TJ6JH6,5.0,2013-05-16 18:26:23,Pune,grocery
39,AHK8UGJ64IOLV,B003ZX3DGC,5.0,2013-03-09 14:40:58,Chennai,sport
40,A16REKEVX4O7W4,B008R9B5J6,5.0,2013-03-20 18:17:57,Pune,stationary
41,AN4OV86QR0T13,B004E10KFG,2.0,2011-08-28 13:56:52,Mumbai,beauty
42,A2E408JPI90CPS,B00BW6LTG0,5.0,2013-11-25 01:37:30,Gangtok,stationary
43,A1N0DDP7DF17HV,B007IXY472,1.0,2013-01-06 15:00:52,Pune,dairy
44,A1WH9SET2K8FQZ,B000T9U34A,4.0,2009-01-16 14:05:27,Pune,dairy
45,A2RJE018IGW0K1,B002F4US6A,4.0,2010-08-09 05:13:52,Kolkata,beauty
46,A2KUWSQF3JD5OT,B003WOLM62,3.0,2011-08-23 08:08:53,Pune,beauty
47,AHUHSG9H4ML02,B0019EHU8G,4.0,2012-09-13 18:54:38,Delhi,grocery
48,A3ARP4GHPIS6G0,B000MANEDI,2.0,2008-05-28 00:37:36,Mumbai,medical
49,A1Z3M9XLI5S16L,B001EYBA9G,5.0,2013-07-26 08:01:22,Hyderabad,grocery
50,A1A1LCFV1WXLJP,B00AWX6EYQ,4.0,2013-07-01 13:51:43,Kolkata,dairy
51,A1VD77S545GSST,B003GZBHBW,4.0,2011-10-11 02:48:32,Bengaluru,medical
52,AQL2WVOAADPE2,B003LWN6UA,3.0,2011-05-15 11:27:44,Kolkata,stationary
53,A3B365S1Z0ASZ1,B004SP08T6,5.0,2012-07-11 20:33:47,Mumbai,sport
54,A2H9NX2LM38EYO,B001AW9EUE,2.0,2013-05-22 20:44:54,Mumbai,sport
55,A1PUG2Z9WWURAA,B00DQEB1V4,3.0,2014-05-01 07:59:06,Chennai,beauty
56,A200IWVFIP9U0K,B007PYY8K2,5.0,2013-10-24 20:33:01,Roorkee,dairy
57,A29M09QBG9TZLP,B001HL0G6E,4.0,2011-07-05 13:29:31,Delhi,beauty
58,AS1MGCF4OHV71,B0050EFAMO,3.0,2013-11-16 23:09:53,Delhi,grocery
59,A1A9X0XXNNHXQK,B0000BVDM7,5.0,2012-07-12 04:25:23,Chennai,sport
60,A2TCG9H64BJLXY,B00AA6CS86,4.0,2013-08-24 17:30:45,Mumbai,beauty
61,AHOH4H59TJ24B,B001EBE1LI,1.0,2009-05-18 01:33:15,Gangtok,medical
62,AI4Z0GD0JJS2Z,B00A4GT4IO,5.0,2013-12-22 05:41:32,Bengaluru,sport
63,A2T71T6PMP3SVO,B009XW8WGU,3.0,2012-12-22 21:53:10,Roorkee,grocery
64,A3AZ689L0HYXNA,B007RNB2BO,2.0,2013-08-03 20:08:53,Bengaluru,beauty
65,AG6YHBXWW17X4,B0054L8GVK,1.0,2013-01-18 05:17:39,Gangtok,sport
66,A1RHGVRCWHON7X,B0031KF7QS,1.0,2012-12-28 23:08:39,Roorkee,grocery
67,A2RJDJ8R0ZS5WB,B00DR0C96S,4.0,2014-03-08 03:29:39,Mumbai,dairy
68,A16HJGKCWLA2PM,B007BZ4M60,4.0,2013-05-31 20:38:17,Pune,grocery
69,A31LBSYZGVI5HK,B009QNKXTU,5.0,2013-08-14 17:21:28,Mumbai,stationary
70,A3JT9YM25M2WZU,B008THTWIW,3.0,2014-03-04 07:56:39,Bengaluru,sport
71,A3QEI2CWOH8XIE,B003DZJQQI,2.0,2012-12-13 15:36:41,Delhi,beauty
72,AYJYAOZLTKA5G,B0006I09MK,5.0,2007-01-04 14:01:26,Bengaluru,medical
73,A25F1ARRZLZXAM,B007FETOK6,5.0,2013-07-28 05:03:07,Bengaluru,stationary
74,A2V3UP9NPMHVKJ,B0007SP9S8,1.0,2010-07-04 02:08:18,Patna,sport
75,A30LFM7VPKN4B9,B00CXMFP30,4.0,2014-02-17 00:00:48,Mumbai,beauty
76,A2YHV6YYPL579O,B0009VDE8U,3.0,2005-07-14 18:58:36,Patna,sport
77,AXU9ZTKNRLENQ,B004G1CUG6,2.0,2013-02-20 13:18:26,Mumbai,sport
78,A3LLRF5S77Z0TS,B0066YA8RE,1.0,2013-12-25 19:01:16,Gangtok,stationary
79,A38CZ1TF1L1U4Z,B0076YACD8,4.0,2013-03-08 15:54:02,Kolkata,sport
80,A7UMES58JMQHE,B006LWC6Q2,4.0,2013-02-19 04:17:58,Gangtok,sport
81,A52BWC2JCXIYO,B007BL1R9O,3.0,2013-10-02 18:40:07,Chennai,sport
82,A2FD0H5O08HAOD,B003M5MWD8,1.0,2011-05-11 11:25:44,Delhi,sport
83,AS3J2DWA1IRAE,B0054U6CEE,5.0,2013-08-16 17:20:30,Delhi,beauty
84,A2Q43QKNB7QT5R,B002I529AY,4.0,2013-06-25 09:12:25,Gangtok,dairy
85,AD7YZUBZSIJDQ,B00A9LHLQ6,2.0,2013-01-05 20:58:28,Pune,grocery
86,A2BU6ANESRMUHL,B00020S7XK,4.0,2010-10-30 07:14:04,Bengaluru,sport
87,A321LAFIB77YO4,B00008ZPED,2.0,2005-10-22 14:04:44,Bengaluru,medical
88,A32BQ7K043FG08,B004VG6LDE,1.0,2014-06-18 00:22:38,Chennai,beauty
89,AXQORTTMV7YZA,B00028EKTM,3.0,2013-09-10 05:29:45,Kolkata,medical
90,A9C6O3H6RHU1H,B0084JFLSK,4.0,2013-06-12 00:23:00,Patna,medical
91,A21JW70XBUWG81,B0001FTVEK,3.0,2012-11-25 21:50:54,Gangtok,sport
92,A2NHTKNU65HKY6,B004I50ZDK,1.0,2013-12-07 02:29:08,Mumbai,grocery
93,A3SS8REDGQUJC6,B002SGATH8,3.0,2014-01-24 01:18:31,Mumbai,stationary
94,A1K8XU282CSQRF,B00B3507Q8,3.0,2013-12-30 01:36:12,Gangtok,dairy
95,A398PFK6I6RYNR,B005IGP736,5.0,2012-12-04 09:47:39,Kolkata,stationary
96,A3ENPXKZD4UABQ,B004889NK8,1.0,2011-03-24 11:38:19,Bengaluru,dairy
97,A33FP5CF5BA9IO,B00160MV8W,3.0,2012-12-15 08:09:13,Patna,stationary
98,A2CQZOXK7KVPUC,B0015EDVVU,2.0,2014-03-24 14:12:33,Pune,stationary
99,A1JNAJMR8GZ8HZ,B003ZG9T62,3.0,2014-05-17 12:38:26,Delhi,medical
100,A3FKR0H6USNPCJ,B000WKY2MK,5.0,2013-06-13 21:52:04,Bengaluru,dairy
101,A1202T2NFI0WWJ,B006HXUXRY,5.0,2009-12-02 15:04:09,Chennai,grocery
102,A3EU4M94F4MUHV,B001HX4BKE,3.0,2013-04-16 03:33:54,Pune,beauty
103,A2JZCCCZPCJLAP,B008P72KY4,3.0,2013-07-02 17:13:16,Patna,medical
104,A1OSOS3042NDQR,B00G9VD1BY,2.0,2010-02-21 19:53:51,Gangtok,grocery
105,A1X6MRX3QKUHAR,B00009R89T,2.0,2010-08-12 13:18:55,Hyderabad,stationary
106,AS927QRC4MPBJ,B00139VKU6,5.0,2013-12-31 13:30:01,Chennai,sport
107,A2ZAR7K5MP7XOG,B007SDKT2Q,2.0,2012-02-29 18:41:36,Roorkee,stationary
108,A2TUR12I9VLLQS,B000HZGQ9C,4.0,2013-01-04 19:14:13,Delhi,beauty
109,A2FYC0G7REIMQV,B00BIK06FU,5.0,2014-02-04 14:13:33,Kolkata,dairy
110,A33WP572KEZCW1,B005XXHN68,5.0,2012-12-30 07:35:14,Gangtok,grocery
111,A2T2FKW7TGQQY6,8918010656,1.0,2013-12-08 18:25:02,Pune,medical
112,A2XYNWLOOZY1UF,B000RHG09G,3.0,2014-07-22 11:38:27,Patna,medical
113,A2M9REM9XTPVPZ,B006R9JG3K,1.0,2013-01-08 16:38:42,Chennai,medical
114,A1TECCAJER952P,B004GXKI04,3.0,2006-07-12 10:26:22,Pune,medical
115,A3VGT75NTOKBTR,B0031RGETU,5.0,2013-12-04 02:10:18,Patna,medical
116,A2P91E7WST10SB,B003XU76O2,4.0,2012-03-24 09:24:52,Gangtok,sport
117,A25A94JQUMTHZE,B0013M1IHI,1.0,2014-02-08 13:45:04,Gangtok,sport
118,A2IMZNPSJGB2HQ,B0001YFX0C,1.0,2011-02-17 20:50:30,Patna,stationary
119,A2YJCWJ4JQJ1JF,B001QK9I0Q,1.0,2012-04-27 19:52:00,Pune,dairy
120,A3OUFIGBVYMLTU,B000OTF6G0,3.0,2013-01-31 23:04:12,Roorkee,dairy
121,A34ZK28YXIK0JG,B0002OQXZU,4.0,2005-10-10 01:16:20,Chennai,grocery
122,A2K8BLA0PKMSPG,B0080XEYLK,5.0,2013-12-16 03:24:51,Roorkee,grocery
123,AYEQBILULKGDN,B002MAPRYU,1.0,2013-07-27 17:11:04,Pune,grocery
124,A1Q4M1F5OA8FF5,B009O7HB2U,4.0,2008-02-09 13:20:23,Patna,beauty
125,A2V1TST23F7KWR,B0009K9FZW,5.0,2013-04-30 15:00:05,Pune,sport
126,AQL7IM0VBLSZW,B000069K98,5.0,2013-01-29 03:35:03,Mumbai,dairy
127,A116REDHA0HSI9,B000MY38JE,2.0,2011-09-07 13:58:03,Hyderabad,beauty
128,A3COI79H4IBJOC,B000VX6XL6,5.0,2012-04-24 17:04:04,Kolkata,stationary
129,A38SJ5S4EBFZMH,B001RI5F68,4.0,2013-02-11 10:36:42,Mumbai,dairy
130,AFTZX8QXGUUE8,B009SYZ8OC,1.0,2010-12-02 22:54:13,Mumbai,dairy
131,A2SS0599S3KB9I,B001URY7SS,5.0,2014-05-02 11:07:35,Bengaluru,beauty
132,A3DLXP7VQZSDVE,B003XU6H8I,4.0,2013-12-22 13:56:02,Pune,grocery
133,A26UWKZIKV0F0P,B003TME39A,1.0,2013-03-17 13:25:08,Kolkata,grocery
134,A1O9FVF4MWOHQR,B007CVTQJG,4.0,2009-12-30 20:05:45,Patna,dairy
135,A37D115VT80YLH,B0033160U2,4.0,2012-06-21 16:41:07,Chennai,stationary
136,A2NRHGTMO7661P,B0000C3GWU,4.0,2010-03-04 02:47:35,Mumbai,stationary
137,A330TBK3QR3TWB,B0001PFO4Q,3.0,2013-08-27 19:44:32,Chennai,sport
138,A2G8MNJE4IGDYA,B004TJ6JH6,1.0,2014-04-26 10:11:54,Chennai,grocery
139,AOMYHQ4T68MBC,B003ZX3DGC,5.0,2009-03-14 07:04:51,Patna,dairy
140,A32DV27QRGWHJ0,B008R9B5J6,5.0,2013-02-02 09:58:37,Roorkee,sport
141,ALLMQG7AT1JBM,B004E10KFG,3.0,2013-11-03 18:09:40,Gangtok,stationary
142,A1FMWQSOFR56N4,B00BW6LTG0,4.0,2014-06-20 19:33:15,Gangtok,stationary
143,A2QYHQOBANN08J,B007IXY472,3.0,2012-03-29 05:16:50,Pune,beauty
144,AP3GJ22JPPX2O,B000T9U34A,2.0,2012-10-02 12:21:57,Pune,sport
145,A16DS4AIDV77TY,B002F4US6A,5.0,2011-08-12 21:35:02,Gangtok,medical
146,AD0OENWU7N4L6,B003WOLM62,5.0,2013-04-19 07:38:41,Patna,medical
147,A2RHBR0MOSWWCB,B0019EHU8G,3.0,2013-03-10 14:03:07,Mumbai,dairy
148,A1GJIDZK40ONI1,B000MANEDI,1.0,2012-07-07 23:19:15,Chennai,medical
149,A3SYNEKLJOISVU,B001EYBA9G,2.0,2005-09-04 15:11:00,Roorkee,dairy
150,A2A8CI7NR8HBFK,B00AWX6EYQ,2.0,2012-12-19 01:25:02,Bengaluru,stationary
151,ASOGYVTTX8O3K,B003GZBHBW,5.0,2012-03-01 12:44:39,Gangtok,grocery
152,A12EQ8T42T70GZ,B003LWN6UA,2.0,2011-07-15 22:57:46,Gangtok,sport
153,A354M9SZP93W34,B004SP08T6,2.0,2009-05-01 08:08:58,Chennai,medical
154,A2Z26X7Q5M7LWN,B001AW9EUE,2.0,2013-08-16 21:23:59,Kolkata,sport
155,AMWR5ND0LTXEY,B00DQEB1V4,1.0,2013-10-12 09:46:03,Hyderabad,medical
156,ATMCPU00TUHU5,B007PYY8K2,5.0,2014-01-28 16:47:52,Delhi,medical
157,A3D2JKT8BPYQLS,B001HL0G6E,3.0,2012-10-10 01:44:00,Hyderabad,medical
158,A5RGWJUZKVJSA,B0050EFAMO,1.0,2012-12-26 08:20:12,Pune,sport
159,A3VJ48RKOZ5ST5,B0000BVDM7,1.0,2013-01-16 04:10:39,Chennai,medical
160,A62KT2WEELMX2,B00AA6CS86,5.0,2014-01-26 19:41:56,Mumbai,grocery
161,A2JL1P2036XUR,B001EBE1LI,5.0,2012-10-31 11:14:46,Mumbai,sport
162,A1UY778YA82NX2,B00A4GT4IO,4.0,2013-05-24 03:53:43,Bengaluru,medical
163,ANX6EDOT9SHJY,B009XW8WGU,1.0,2012-01-03 09:51:27,Delhi,grocery
164,A58P72XF5DRE8,B007RNB2BO,2.0,2008-07-17 15:39:32,Gangtok,sport
165,A3359KQ1M53S18,B0054L8GVK,3.0,2009-01-30 08:02:56,Chennai,sport
166,ASR23ZKI4QQRP,B0031KF7QS,2.0,2011-03-14 12:23:30,Delhi,beauty
167,A3OEVUNTMN2AMS,B00DR0C96S,5.0,2013-01-21 09:52:57,Chennai,stationary
168,AIWYJTRU47GK,B007BZ4M60,2.0,2014-03-17 08:55:59,Bengaluru,beauty
169,ALFV84E105EH9,B009QNKXTU,4.0,2008-01-21 23:55:09,Patna,medical
170,A293T4X2T35IFS,B008THTWIW,5.0,2013-05-12 06:34:36,Kolkata,medical
171,A23O7OHMJ91CHL,B003DZJQQI,5.0,2014-01-02 15:17:59,Chennai,dairy
172,A3AVBGWOVLYQJ1,B0006I09MK,1.0,2013-07-21 21:36:14,Pune,stationary
173,A3U98OES9GQKQB,B007FETOK6,2.0,2014-03-07 14:28:32,Gangtok,sport
174,A1L7JCX9IKGKIQ,B0007SP9S8,2.0,2012-03-21 00:27:34,Hyderabad,dairy
175,A24W7LRKU3VPXR,B00CXMFP30,2.0,2007-07-07 11:10:25,Gangtok,beauty
176,A1S77PTDRKEY81,B0009VDE8U,2.0,2007-08-16 03:41:35,Chennai,medical
177,AKI5V700YOEJV,B004G1CUG6,2.0,2013-08-16 08:43:30,Mumbai,beauty
178,A1L6N46B0P9MSY,B0066YA8RE,2.0,2014-01-29 13:11:04,Gangtok,grocery
179,A3HTVNLJWRSW98,B0076YACD8,4.0,2014-06-17 10:27:15,Gangtok,dairy
180,A1DY98N7OXL804,B006LWC6Q2,5.0,2014-06-17 10:28:55,Kolkata,beauty
181,A32NDAPKDG4LN3,B007BL1R9O,2.0,2012-12-06 01:54:07,Bengaluru,dairy
182,A377LNQ8II2YS1,B003M5MWD8,1.0,2014-06-19 01:05:22,Hyderabad,beauty
183,AE5X4LU01HMZD,B0054U6CEE,5.0,2011-08-24 04:41:48,Kolkata,dairy
184,A3IWUMULVY1S3S,B002I529AY,2.0,2012-08-26 17:48:16,Kolkata,dairy
185,AFFAPZZMQI5GW,B00A9LHLQ6,5.0,2014-01-04 22:50:38,Gangtok,grocery
186,A37IKFWRVIRT40,B00020S7XK,1.0,2014-03-18 22:40:18,Pune,sport
187,A3LCE8L2EBUAO1,B00008ZPED,3.0,2014-02-25 01:07:51,Mumbai,medical
188,A2BN4KSP31TAYQ,B004VG6LDE,4.0,2013-03-16 17:47:02,Mumbai,sport
189,A1UI5XN66DY6LP,B00028EKTM,1.0,2012-12-17 14:22:09,Delhi,grocery
190,A197PURLTOCJZI,B0084JFLSK,3.0,2014-01-29 03:19:51,Hyderabad,grocery
191,AC5LUZU3QNXAZ,B0001FTVEK,4.0,2014-01-30 17:41:04,Patna,beauty
192,A2ABFRUCSYTNYB,B004I50ZDK,4.0,2013-04-02 07:29:55,Kolkata,beauty
193,A1FXVU1GX46R4D,B002SGATH8,5.0,2013-05-30 10:00:15,Pune,sport
194,A3QDSQFGETQHXC,B00B3507Q8,5.0,2014-05-03 04:50:22,Roorkee,medical
195,A10POB0H2Z7ZU9,B005IGP736,1.0,2014-04-15 08:22:20,Mumbai,grocery
196,A2S46SZ8UAI3DT,B004889NK8,2.0,2014-01-04 10:21:20,Mumbai,dairy
197,A1V5P1YU1PEURX,B00160MV8W,3.0,2011-06-16 23:45:22,Bengaluru,medical
198,A2SRD91HMV9BK1,B0015EDVVU,4.0,2011-11-08 07:41:15,Mumbai,grocery
199,A312A3SQCA3SY5,B003ZG9T62,3.0,2012-09-11 14:17:41,Gangtok,medical
200,A2ODLESLUT84SU,B000WKY2MK,5.0,2013-07-20 16:59:47,Hyderabad,sport
201,A2MSXJBWRZQ28G,B006HXUXRY,2.0,2013-10-18 12:41:25,Gangtok,grocery
202,A3U4UMYMO9XJYC,B001HX4BKE,2.0,2012-11-30 08:00:43,Bengaluru,medical
203,AZ09PLL37K7JT,B008P72KY4,5.0,2012-12-04 04:08:09,Roorkee,sport
204,A3R3MJORUIKI7K,B00G9VD1BY,2.0,2013-03-02 22:53:46,Delhi,stationary
205,A2G9Y4Y5KWNIS5,B00009R89T,3.0,2012-02-17 17:17:14,Kolkata,stationary
206,A3685ULGRICIG6,B00139VKU6,3.0,2014-04-17 19:26:44,Chennai,beauty
207,A77JLQHHQ3DCY,B007SDKT2Q,5.0,2012-01-30 01:54:18,Patna,dairy
208,A2U6VYYBZUNZWG,B000HZGQ9C,3.0,2012-10-02 01:51:02,Roorkee,sport
209,A3M4G7QJY3C5I3,B00BIK06FU,3.0,2012-09-19 04:18:14,Delhi,dairy
210,A102JD998V6XVU,B005XXHN68,2.0,2013-12-25 03:45:38,Hyderabad,grocery
211,AVR4MBIIOOYD0,8918010656,5.0,2013-12-09 06:44:46,Patna,medical
212,A1UE1U3UVZI6LM,B000RHG09G,1.0,2011-08-16 00:46:16,Chennai,beauty
213,A39PI9WSUH9NYI,B006R9JG3K,4.0,2013-01-02 08:57:26,Hyderabad,beauty
214,A2JU5DWTQUL5L0,B004GXKI04,5.0,2013-09-11 12:09:08,Bengaluru,grocery
215,AYAD0YDFHJAEB,B0031RGETU,1.0,2012-05-06 19:03:10,Kolkata,stationary
216,A17QM71TLRTMNK,B003XU76O2,4.0,2011-10-12 04:22:59,Mumbai,stationary
217,A23QJ2038F4JLF,B0013M1IHI,2.0,2014-05-31 17:56:55,Kolkata,stationary
218,ARRY34GBBVQ0U,B0001YFX0C,1.0,2014-05-03 00:58:56,Gangtok,stationary
219,A3SUZ5RKR6CNKT,B001QK9I0Q,3.0,2014-06-22 05:34:13,Mumbai,dairy
220,A3M3JJZ9Z665FJ,B000OTF6G0,2.0,2013-04-18 10:04:02,Gangtok,sport
221,A1ERZPKAPD3QE9,B0002OQXZU,5.0,2013-06-23 20:09:27,Bengaluru,medical
222,AJR3I2TQQOIE0,B0080XEYLK,5.0,2010-08-29 21:35:27,Hyderabad,grocery
223,AIJ2COFP9GQY6,B002MAPRYU,2.0,2012-11-27 18:13:25,Pune,medical
224,A10ZGLNPGECW5J,B009O7HB2U,5.0,2011-03-16 10:52:51,Bengaluru,stationary
225,AJCJUOBTA8TCU,B0009K9FZW,3.0,2014-01-17 10:30:03,Roorkee,stationary
226,A3VJC7TBDYA2K9,B000069K98,4.0,2012-01-11 08:03:48,Roorkee,sport
227,A2NKC5YR4YJWOY,B000MY38JE,2.0,2008-09-29 17:42:55,Delhi,sport
228,A25KO7DDFU2AK4,B000VX6XL6,4.0,2013-01-13 05:13:46,Delhi,sport
229,A31IBHZ94WYVNI,B001RI5F68,5.0,2011-01-14 13:53:42,Patna,medical
230,A1LHMSY3Q46PJS,B009SYZ8OC,5.0,2007-12-06 16:57:46,Pune,grocery
231,A1HRUVFKQ6J1QR,B001URY7SS,2.0,2007-01-10 01:17:22,Chennai,stationary
232,AQ8ATZLT4GJVZ,B003XU6H8I,4.0,2013-02-23 16:41:44,Delhi,grocery
233,A2NXDON7Y8X0FZ,B003TME39A,2.0,2013-04-14 06:31:19,Kolkata,sport
234,A2OYCVMQEI5NR4,B007CVTQJG,1.0,2004-07-07 09:50:38,Pune,medical
235,A2P2EJ6SG8PAK8,B0033160U2,2.0,2012-07-18 02:31:09,Kolkata,medical
236,ANKPHTVQ4QJJG,B0000C3GWU,3.0,2012-04-23 03:02:01,Chennai,grocery
237,A1UATUYO1LIDJC,B0001PFO4Q,5.0,2013-09-23 16:33:25,Delhi,grocery
238,AIOPD46ZIV8K2,B004TJ6JH6,5.0,2007-01-04 22:27:36,Hyderabad,medical
239,A1Y732H0OBRF4C,B003ZX3DGC,5.0,2014-07-05 04:16:56,Roorkee,grocery
240,A1DFND2RIPVYMH,B008R9B5J6,4.0,2012-01-25 15:56:19,Bengaluru,sport
241,AACE8O7JIAMAQ,B004E10KFG,1.0,2013-01-18 09:46:32,Mumbai,dairy
242,A12R9VWT8YUC9V,B00BW6LTG0,3.0,2011-11-03 03:32:50,Mumbai,medical
243,ARWTRPB3SCC3K,B007IXY472,2.0,2013-12-19 09:21:17,Kolkata,beauty
244,A2Y2PO4M51MJ6C,B000T9U34A,2.0,2014-06-15 05:42:43,Bengaluru,medical
245,A2BEGJ0P2Z5MX1,B002F4US6A,5.0,2014-05-17 00:37:24,Delhi,grocery
246,A3CCMNLPRM77A,B003WOLM62,2.0,2013-09-10 04:36:53,Delhi,beauty
247,A2JM0SYSABC2ZE,B0019EHU8G,4.0,2013-12-03 10:48:00,Chennai,medical
248,A1U6956R69VJ8D,B000MANEDI,2.0,2012-11-26 23:19:39,Gangtok,sport
249,A3S13IX7MA05UN,B001EYBA9G,3.0,2013-07-28 22:05:16,Bengaluru,beauty
250,A2UOHALGF2X77Q,B00AWX6EYQ,2.0,2009-08-27 01:58:52,Roorkee,dairy
251,A2UXOYPKNAIVOJ,B003GZBHBW,1.0,2014-02-03 03:22:19,Roorkee,beauty
252,A1CHDLZDFULXVX,B003LWN6UA,3.0,2011-03-03 03:58:14,Gangtok,sport
253,AK2R8BR8AY1IE,B004SP08T6,3.0,2013-03-19 12:08:18,Gangtok,stationary
254,ATD2LQWHNC4ZX,B001AW9EUE,2.0,2013-07-20 03:40:37,Mumbai,grocery
255,ARWOU7532JOHZ,B00DQEB1V4,2.0,2014-04-02 18:15:07,Chennai,beauty
256,A38B9TZ083SRB9,B007PYY8K2,2.0,2014-05-06 08:24:12,Mumbai,sport
257,AM4HARWAQHBX3,B001HL0G6E,1.0,2013-03-29 08:46:48,Delhi,beauty
258,A3KZYRVTXD35LY,B0050EFAMO,3.0,2008-03-29 11:09:55,Chennai,grocery
259,A2OCL43IBJ88TF,B0000BVDM7,3.0,2013-11-12 00:40:02,Hyderabad,beauty
260,A44SYEBULDT9R,B00AA6CS86,3.0,2012-07-23 22:10:06,Hyderabad,grocery
261,AXCQZ2PQA9X4D,B001EBE1LI,4.0,2014-01-04 23:37:29,Chennai,sport
262,A36Z1KJU547QB7,B00A4GT4IO,2.0,2014-01-09 00:23:51,Roorkee,grocery
263,A1NJYXHJH6YUUO,B009XW8WGU,5.0,2012-04-11 03:04:18,Mumbai,dairy
264,AJH2C9WIAOLXR,B007RNB2BO,1.0,2013-06-06 21:45:15,Gangtok,dairy
265,APHH4MX8MJBXP,B0054L8GVK,1.0,2012-08-26 10:02:08,Gangtok,dairy
266,A1UJOKAG8PRRKT,B0031KF7QS,4.0,2010-12-30 14:44:45,Patna,beauty
267,A3MO4ZMNMV0O6U,B00DR0C96S,5.0,2013-08-26 20:22:02,Kolkata,grocery
268,A2014JCB1ZFW0H,B007BZ4M60,3.0,2013-04-01 21:03:26,Delhi,medical
269,A27R4TTD0FZN6W,B009QNKXTU,3.0,2012-07-17 03:10:35,Roorkee,beauty
270,AZ95JRPTOTEPD,B008THTWIW,2.0,2012-12-19 23:54:27,Pune,stationary
271,AQ06TH8QPIEN5,B003DZJQQI,3.0,2012-08-23 11:21:52,Delhi,stationary
272,AQN3VCPCOPIA2,B0006I09MK,3.0,2014-01-05 17:41:08,Mumbai,sport
273,A158Q85F2IJ7RB,B007FETOK6,2.0,2014-03-25 18:26:34,Bengaluru,dairy
